Nr. ,Name ,Wahlbe rechtigte,abgegeb. ,Wahlbet. in %,ungültige Stimmen,ungültige in %,gültige Stimmen,gültige in %,ÖVP Stimmen,ÖVP Ant. %,SPÖ Stimmen,SPÖ Ant. %,FPÖ Stimmen,FPÖ Ant. %,NEOS Stimmen,NEOS Ant. %,JETZT Stimmen,JETZT Ant. %,GRÜNE Stimmen,GRÜNE Ant. %,KPÖ Stimmen,KPÖ Ant. %,SLP Stimmen,SLP Ant. %,WANDL Stimmen,WANDL Ant. %,erste Eingabe Datum, Zeit,letzte Eingabe Datum, Zeit
40601,Freistadt,6134,4074,66.420000000000002,69,1.6899999999999999,4005,98.310000000000002,1431,35.729999999999997,945,23.600000000000001,641,16,251,6.2699999999999996,58,1.45,626,15.630000000000001,31,0.77000000000000002,3,0.070000000000000007,19,0.46999999999999997,29.09.2019,19:07:31,29.09.2019,19:07:31
40602,Grünbach,1572,985,62.659999999999997,17,1.73,968,98.269999999999996,418,43.18,185,19.109999999999999,193,19.940000000000001,58,5.9900000000000002,8,0.82999999999999996,92,9.5,5,0.52000000000000002,2,0.20999999999999999,7,0.71999999999999997,29.09.2019,15:36:21,29.09.2019,15:36:21
40603,Gutau,2237,1601,71.569999999999993,17,1.0600000000000001,1584,98.939999999999998,719,45.390000000000001,372,23.48,238,15.029999999999999,51,3.2200000000000002,20,1.26,173,10.92,4,0.25,0,0,7,0.44,29.09.2019,17:13:58,29.09.2019,17:13:58
40604,Hagenberg im Mühlkreis,2249,1455,64.700000000000003,20,1.3700000000000001,1435,98.629999999999995,452,31.5,320,22.300000000000001,253,17.629999999999999,108,7.5300000000000002,32,2.23,255,17.77,10,0.69999999999999996,0,0,5,0.34999999999999998,29.09.2019,16:14:42,29.09.2019,16:14:42
40605,Hirschbach im Mühlkreis,958,630,65.760000000000005,6,0.94999999999999996,624,99.049999999999997,301,48.240000000000002,101,16.190000000000001,60,9.6199999999999992,62,9.9399999999999995,6,0.95999999999999996,83,13.300000000000001,10,1.6000000000000001,0,0,1,0.16,29.09.2019,13:12:15,29.09.2019,13:12:15
40606,Kaltenberg,499,425,85.170000000000002,4,0.93999999999999995,421,99.060000000000002,304,72.209999999999994,20,4.75,65,15.44,21,4.9900000000000002,0,0,11,2.6099999999999999,0,0,0,0,0,0,29.09.2019,13:24:44,29.09.2019,13:24:44
40607,Kefermarkt,1713,1209,70.579999999999998,29,2.3999999999999999,1180,97.599999999999994,492,41.689999999999998,293,24.829999999999998,194,16.440000000000001,54,4.5800000000000001,8,0.68000000000000005,125,10.59,9,0.76000000000000001,1,0.080000000000000002,4,0.34000000000000002,29.09.2019,16:42:33,29.09.2019,16:42:33
40608,Königswiesen,2511,1730,68.900000000000006,30,1.73,1700,98.269999999999996,943,55.469999999999999,238,14,331,19.469999999999999,64,3.7599999999999998,7,0.40999999999999998,109,6.4100000000000001,5,0.28999999999999998,0,0,3,0.17999999999999999,29.09.2019,16:20:52,29.09.2019,16:20:52
40609,Lasberg,2328,1640,70.450000000000003,32,1.95,1608,98.049999999999997,776,48.259999999999998,280,17.41,223,13.869999999999999,106,6.5899999999999999,29,1.8,181,11.26,7,0.44,1,0.059999999999999998,5,0.31,29.09.2019,15:55:25,29.09.2019,15:55:25
40610,Leopoldschlag,832,599,72,21,3.5099999999999998,578,96.489999999999995,314,54.329999999999998,76,13.15,92,15.92,31,5.3600000000000003,3,0.52000000000000002,57,9.8599999999999994,2,0.34999999999999998,0,0,3,0.52000000000000002,29.09.2019,13:57:59,29.09.2019,13:57:59
40611,Liebenau,1335,908,68.010000000000005,20,2.2000000000000002,888,97.799999999999997,526,59.229999999999997,152,17.120000000000001,143,16.100000000000001,27,3.04,4,0.45000000000000001,30,3.3799999999999999,4,0.45000000000000001,0,0,2,0.23000000000000001,29.09.2019,14:35:24,29.09.2019,14:35:24
40612,Neumarkt im Mühlkreis,2581,1781,69,43,2.4100000000000001,1738,97.590000000000003,712,40.969999999999999,361,20.77,239,13.75,113,6.5,25,1.4399999999999999,258,14.84,18,1.04,0,0,12,0.68999999999999995,29.09.2019,16:56:04,29.09.2019,16:56:04
40613,Pierbach,805,596,74.040000000000006,20,3.3599999999999999,576,96.640000000000001,297,51.560000000000002,91,15.800000000000001,132,22.920000000000002,23,3.9900000000000002,2,0.34999999999999998,28,4.8600000000000003,0,0,0,0,3,0.52000000000000002,29.09.2019,13:46:08,29.09.2019,13:46:08
40614,Pregarten,4415,3012,68.219999999999999,55,1.8300000000000001,2957,98.170000000000002,1107,37.439999999999998,733,24.789999999999999,522,17.649999999999999,181,6.1200000000000001,33,1.1200000000000001,357,12.07,12,0.40999999999999998,3,0.10000000000000001,9,0.29999999999999999,29.09.2019,16:22:26,29.09.2019,16:22:26
40615,Rainbach im Mühlkreis,2349,1553,66.109999999999999,43,2.77,1510,97.230000000000004,722,47.810000000000002,300,19.870000000000001,183,12.119999999999999,92,6.0899999999999999,17,1.1299999999999999,175,11.59,12,0.79000000000000004,1,0.070000000000000007,8,0.53000000000000003,29.09.2019,14:59:14,29.09.2019,14:59:14
40616,Sandl,1152,834,72.400000000000006,21,2.52,813,97.480000000000004,325,39.979999999999997,223,27.43,124,15.25,46,5.6600000000000001,8,0.97999999999999998,78,9.5899999999999999,7,0.85999999999999999,0,0,2,0.25,29.09.2019,16:26:02,29.09.2019,19:41:52
40617,St.Leonhard bei Freistadt,1153,816,70.769999999999996,13,1.5900000000000001,803,98.409999999999997,400,49.810000000000002,188,23.41,120,14.94,25,3.1099999999999999,8,1,51,6.3499999999999996,5,0.62,0,0,6,0.75,29.09.2019,14:33:31,29.09.2019,14:33:31
40618,St.Oswald bei Freistadt,2328,1599,68.689999999999998,41,2.5600000000000001,1558,97.439999999999998,679,43.579999999999998,379,24.329999999999998,285,18.289999999999999,73,4.6900000000000004,23,1.48,104,6.6799999999999997,4,0.26000000000000001,0,0,11,0.70999999999999996,29.09.2019,15:50:59,29.09.2019,15:50:59
40619,Schönau im Mühlkreis,1567,1199,76.519999999999996,27,2.25,1172,97.75,649,55.380000000000003,197,16.809999999999999,193,16.469999999999999,46,3.9199999999999999,5,0.42999999999999999,76,6.4800000000000004,4,0.34000000000000002,0,0,2,0.17000000000000001,29.09.2019,16:10:54,29.09.2019,16:10:54
40620,Tragwein,2498,1803,72.180000000000007,27,1.5,1776,98.5,690,38.850000000000001,469,26.41,280,15.77,105,5.9100000000000001,22,1.24,199,11.199999999999999,6,0.34000000000000002,1,0.059999999999999998,4,0.23000000000000001,29.09.2019,15:56:49,29.09.2019,15:56:49
40621,Unterweißenbach,1775,1223,68.900000000000006,26,2.1299999999999999,1197,97.870000000000005,670,55.969999999999999,166,13.869999999999999,241,20.129999999999999,43,3.5899999999999999,4,0.33000000000000002,68,5.6799999999999997,3,0.25,0,0,2,0.17000000000000001,29.09.2019,14:55:07,29.09.2019,14:55:07
40622,Unterweitersdorf,1757,1242,70.689999999999998,30,2.4199999999999999,1212,97.579999999999998,396,32.670000000000002,367,30.280000000000001,179,14.77,84,6.9299999999999997,21,1.73,152,12.539999999999999,4,0.33000000000000002,0,0,9,0.73999999999999999,29.09.2019,16:51:29,29.09.2019,16:51:29
40623,Waldburg,1120,762,68.040000000000006,7,0.92000000000000004,755,99.079999999999998,331,43.840000000000003,136,18.010000000000002,109,14.44,55,7.2800000000000002,14,1.8500000000000001,101,13.380000000000001,3,0.40000000000000002,1,0.13,5,0.66000000000000003,29.09.2019,15:06:14,29.09.2019,15:06:14
40624,Wartberg ob der Aist,3516,2316,65.870000000000005,32,1.3799999999999999,2284,98.620000000000005,769,33.670000000000002,563,24.649999999999999,397,17.379999999999999,138,6.04,32,1.3999999999999999,356,15.59,19,0.82999999999999996,1,0.040000000000000001,9,0.39000000000000001,29.09.2019,16:07:18,29.09.2019,16:07:18
40625,Weitersfelden,826,574,69.489999999999995,15,2.6099999999999999,559,97.390000000000001,308,55.100000000000001,94,16.82,71,12.699999999999999,30,5.3700000000000001,2,0.35999999999999999,47,8.4100000000000001,6,1.0700000000000001,0,0,1,0.17999999999999999,29.09.2019,13:59:58,29.09.2019,13:59:58
40626,Windhaag bei Freistadt,1263,863,68.329999999999998,22,2.5499999999999998,841,97.450000000000003,453,53.859999999999999,159,18.91,91,10.82,49,5.8300000000000001,3,0.35999999999999999,82,9.75,2,0.23999999999999999,1,0.12,1,0.12,29.09.2019,14:08:39,29.09.2019,14:08:39
40627,Bad Zell,2343,1693,72.260000000000005,43,2.54,1650,97.459999999999994,780,47.270000000000003,244,14.789999999999999,256,15.52,86,5.21,11,0.67000000000000004,257,15.58,6,0.35999999999999999,1,0.059999999999999998,9,0.55000000000000004,29.09.2019,14:40:49,29.09.2019,14:40:49
40699,Wahlkarten Freistadt,0,7506,0,121,1.6100000000000001,7385,98.390000000000001,2659,36.009999999999998,1578,21.370000000000001,915,12.390000000000001,624,8.4499999999999993,127,1.72,1394,18.879999999999999,47,0.64000000000000001,6,0.080000000000000002,35,0.46999999999999997,30.09.2019,14:31:53,30.09.2019,14:31:53
40700,Gmunden,78454,60820,77.519999999999996,1068,1.76,59752,98.239999999999995,20878,34.939999999999998,15144,25.34,9327,15.609999999999999,4524,7.5700000000000003,1029,1.72,8165,13.66,367,0.60999999999999999,30,0.050000000000000003,288,0.47999999999999998,29.09.2019,18:43:56,30.09.2019,16:41:34
40701,Altmünster,7779,4960,63.759999999999998,112,2.2599999999999998,4848,97.739999999999995,1857,38.299999999999997,1080,22.280000000000001,721,14.869999999999999,446,9.1999999999999993,80,1.6499999999999999,627,12.93,18,0.37,1,0.02,18,0.37,29.09.2019,17:13:53,29.09.2019,22:04:48
40702,Bad Goisern am Hallstättersee,6157,3730,60.579999999999998,102,2.73,3628,97.269999999999996,1023,28.199999999999999,1284,35.390000000000001,584,16.100000000000001,224,6.1699999999999999,66,1.8200000000000001,380,10.470000000000001,42,1.1599999999999999,2,0.059999999999999998,23,0.63,29.09.2019,18:15:38,29.09.2019,18:16:23
40703,Bad Ischl,10750,6076,56.520000000000003,117,1.9299999999999999,5959,98.069999999999993,2043,34.280000000000001,1547,25.960000000000001,904,15.17,468,7.8499999999999996,116,1.95,800,13.43,42,0.69999999999999996,2,0.029999999999999999,37,0.62,29.09.2019,18:43:56,29.09.2019,18:44:20
40704,Ebensee am Traunsee,6260,4085,65.260000000000005,80,1.96,4005,98.040000000000006,1234,30.809999999999999,1310,32.710000000000001,694,17.329999999999998,169,4.2199999999999998,95,2.3700000000000001,458,11.44,31,0.77000000000000002,0,0,14,0.34999999999999998,29.09.2019,17:42:39,29.09.2019,17:43:09
40705,Gmunden,9732,5449,55.990000000000002,78,1.4299999999999999,5371,98.569999999999993,1926,35.859999999999999,1111,20.690000000000001,789,14.69,519,9.6600000000000001,106,1.97,861,16.030000000000001,31,0.57999999999999996,5,0.089999999999999997,23,0.42999999999999999,29.09.2019,18:38:41,29.09.2019,18:39:12
40706,Gosau,1427,927,64.959999999999994,36,3.8799999999999999,891,96.120000000000005,310,34.789999999999999,339,38.049999999999997,110,12.35,56,6.29,14,1.5700000000000001,53,5.9500000000000002,3,0.34000000000000002,1,0.11,5,0.56000000000000005,29.09.2019,16:22:17,29.09.2019,16:22:17
40707,Grünau im Almtal,1622,1033,63.689999999999998,19,1.8400000000000001,1014,98.159999999999997,376,37.079999999999998,256,25.25,210,20.710000000000001,60,5.9199999999999999,14,1.3799999999999999,88,8.6799999999999997,4,0.39000000000000001,1,0.10000000000000001,5,0.48999999999999999,29.09.2019,17:14:32,29.09.2019,17:19:28
40708,Gschwandt,2230,1532,68.700000000000003,21,1.3700000000000001,1511,98.629999999999995,604,39.969999999999999,291,19.260000000000002,258,17.07,115,7.6100000000000003,18,1.1899999999999999,209,13.83,8,0.53000000000000003,3,0.20000000000000001,5,0.33000000000000002,29.09.2019,17:14:54,29.09.2019,17:19:01
40709,Hallstatt,579,385,66.489999999999995,5,1.3,380,98.700000000000003,85,22.370000000000001,171,45,32,8.4199999999999999,17,4.4699999999999998,8,2.1099999999999999,62,16.32,3,0.79000000000000004,0,0,2,0.53000000000000003,29.09.2019,17:15:30,29.09.2019,17:18:51
40710,Kirchham,1724,1120,64.969999999999999,24,2.1400000000000001,1096,97.859999999999999,567,51.729999999999997,139,12.68,221,20.16,53,4.8399999999999999,12,1.0900000000000001,96,8.7599999999999998,4,0.35999999999999999,0,0,4,0.35999999999999999,29.09.2019,15:45:40,29.09.2019,17:15:49
40711,Laakirchen,7075,4419,62.460000000000001,92,2.0800000000000001,4327,97.920000000000002,1314,30.370000000000001,1422,32.859999999999999,768,17.75,251,5.7999999999999998,82,1.8999999999999999,446,10.31,25,0.57999999999999996,3,0.070000000000000007,16,0.37,29.09.2019,17:16:15,29.09.2019,17:18:40
40712,Obertraun,552,378,68.480000000000004,10,2.6499999999999999,368,97.349999999999994,107,29.079999999999998,173,47.009999999999998,18,4.8899999999999997,15,4.0800000000000001,5,1.3600000000000001,41,11.140000000000001,7,1.8999999999999999,0,0,2,0.54000000000000004,29.09.2019,14:15:07,29.09.2019,16:52:08
40713,Ohlsdorf,4074,2623,64.379999999999995,49,1.8700000000000001,2574,98.129999999999995,908,35.280000000000001,612,23.780000000000001,512,19.890000000000001,157,6.0999999999999996,34,1.3200000000000001,321,12.470000000000001,19,0.73999999999999999,3,0.12,8,0.31,29.09.2019,18:25:27,29.09.2019,18:25:56
40714,Pinsdorf,3018,1867,61.859999999999999,39,2.0899999999999999,1828,97.909999999999997,602,32.93,457,25,376,20.57,131,7.1699999999999999,34,1.8600000000000001,210,11.49,13,0.70999999999999996,1,0.050000000000000003,4,0.22,29.09.2019,14:45:26,29.09.2019,17:19:38
40715,Roitham,1581,986,62.369999999999997,12,1.22,974,98.780000000000001,379,38.909999999999997,228,23.41,218,22.379999999999999,52,5.3399999999999999,9,0.92000000000000004,79,8.1099999999999994,4,0.40999999999999998,1,0.10000000000000001,4,0.40999999999999998,29.09.2019,17:16:35,29.09.2019,17:16:35
40716,St.Konrad,896,616,68.75,7,1.1399999999999999,609,98.859999999999999,288,47.289999999999999,125,20.530000000000001,110,18.059999999999999,30,4.9299999999999997,6,0.98999999999999999,44,7.2199999999999998,2,0.33000000000000002,0,0,4,0.66000000000000003,29.09.2019,14:16:11,29.09.2019,14:16:11
40717,St.Wolfgang im Salzkammergut,2126,1276,60.020000000000003,18,1.4099999999999999,1258,98.590000000000003,633,50.32,274,21.780000000000001,157,12.48,51,4.0499999999999998,22,1.75,108,8.5899999999999999,9,0.71999999999999997,0,0,4,0.32000000000000001,29.09.2019,16:22:43,29.09.2019,16:22:43
40718,Traunkirchen,1351,833,61.659999999999997,12,1.4399999999999999,821,98.560000000000002,349,42.509999999999998,175,21.32,78,9.5,55,6.7000000000000002,16,1.95,141,17.170000000000002,3,0.37,0,0,4,0.48999999999999999,29.09.2019,17:16:54,29.09.2019,17:18:21
40719,Scharnstein,3774,2361,62.560000000000002,41,1.74,2320,98.260000000000005,790,34.049999999999997,575,24.780000000000001,415,17.890000000000001,174,7.5,39,1.6799999999999999,303,13.06,11,0.46999999999999997,0,0,13,0.56000000000000005,29.09.2019,17:17:15,29.09.2019,17:18:08
40720,Vorchdorf,5747,3810,66.299999999999997,54,1.4199999999999999,3756,98.579999999999998,1328,35.359999999999999,822,21.879999999999999,771,20.530000000000001,259,6.9000000000000004,52,1.3799999999999999,494,13.15,14,0.37,1,0.029999999999999999,15,0.40000000000000002,29.09.2019,17:17:37,29.09.2019,17:17:56
40799,Wahlkarten Gmunden,0,12354,0,140,1.1299999999999999,12214,98.870000000000005,4155,34.020000000000003,2753,22.539999999999999,1381,11.31,1222,10,201,1.6499999999999999,2344,19.190000000000001,74,0.60999999999999999,6,0.050000000000000003,78,0.64000000000000001,30.09.2019,16:41:34,30.09.2019,16:41:34
40800,Grieskirchen,50592,40380,79.810000000000002,710,1.76,39670,98.239999999999995,16571,41.770000000000003,6712,16.920000000000002,8057,20.309999999999999,2694,6.79,453,1.1399999999999999,4854,12.24,146,0.37,10,0.029999999999999999,173,0.44,29.09.2019,17:03:46,30.09.2019,15:07:33
40801,Aistersheim,714,441,61.759999999999998,10,2.27,431,97.730000000000004,161,37.350000000000001,58,13.460000000000001,125,29,31,7.1900000000000004,2,0.46000000000000002,49,11.369999999999999,1,0.23000000000000001,0,0,4,0.93000000000000005,29.09.2019,13:01:55,29.09.2019,13:01:55
40802,Bad Schallerbach,3086,1794,58.130000000000003,21,1.1699999999999999,1773,98.829999999999998,598,33.729999999999997,388,21.879999999999999,371,20.920000000000002,161,9.0800000000000001,24,1.3500000000000001,214,12.07,10,0.56000000000000005,0,0,7,0.39000000000000001,29.09.2019,16:01:29,29.09.2019,16:01:29
40804,Eschenau im Hausruckkreis,897,663,73.909999999999997,18,2.71,645,97.290000000000006,385,59.689999999999998,56,8.6799999999999997,137,21.239999999999998,23,3.5699999999999998,2,0.31,39,6.0499999999999998,1,0.16,1,0.16,1,0.16,29.09.2019,14:12:13,29.09.2019,14:12:13
40805,Gallspach,1838,1079,58.710000000000001,10,0.93000000000000005,1069,99.069999999999993,359,33.579999999999998,233,21.800000000000001,297,27.780000000000001,60,5.6100000000000003,8,0.75,103,9.6400000000000006,3,0.28000000000000003,0,0,6,0.56000000000000005,29.09.2019,14:58:55,29.09.2019,14:58:55
40806,Gaspoltshofen,2842,1661,58.439999999999998,47,2.8300000000000001,1614,97.170000000000002,594,36.799999999999997,251,15.550000000000001,422,26.149999999999999,125,7.7400000000000002,29,1.8,178,11.029999999999999,6,0.37,1,0.059999999999999998,8,0.5,29.09.2019,14:09:46,29.09.2019,14:09:46
40807,Geboltskirchen,1160,792,68.280000000000001,15,1.8899999999999999,777,98.109999999999999,301,38.740000000000002,177,22.780000000000001,148,19.050000000000001,39,5.0199999999999996,10,1.29,94,12.1,3,0.39000000000000001,0,0,5,0.64000000000000001,29.09.2019,14:59:34,29.09.2019,14:59:34
40808,Grieskirchen,3522,2160,61.329999999999998,36,1.6699999999999999,2124,98.329999999999998,748,35.219999999999999,464,21.850000000000001,426,20.059999999999999,149,7.0199999999999996,24,1.1299999999999999,291,13.699999999999999,9,0.41999999999999998,0,0,13,0.60999999999999999,29.09.2019,17:03:20,29.09.2019,17:03:20
40809,Haag am Hausruck,1662,1080,64.980000000000004,14,1.3,1066,98.700000000000003,407,38.18,200,18.760000000000002,200,18.760000000000002,86,8.0700000000000003,11,1.03,155,14.539999999999999,2,0.19,1,0.089999999999999997,4,0.38,29.09.2019,15:01:51,29.09.2019,15:01:51
40810,Heiligenberg,569,449,78.909999999999997,4,0.89000000000000001,445,99.109999999999999,275,61.799999999999997,21,4.7199999999999998,94,21.120000000000001,23,5.1699999999999999,1,0.22,29,6.5199999999999996,2,0.45000000000000001,0,0,0,0,29.09.2019,14:18:11,29.09.2019,14:18:11
40811,Hofkirchen an der Trattnach,1241,821,66.159999999999997,18,2.1899999999999999,803,97.810000000000002,352,43.840000000000003,113,14.07,182,22.670000000000002,53,6.5999999999999996,8,1,87,10.83,5,0.62,0,0,3,0.37,29.09.2019,15:17:48,29.09.2019,15:17:48
40812,Kallham,2060,1250,60.68,28,2.2400000000000002,1222,97.760000000000005,538,44.030000000000001,215,17.59,256,20.949999999999999,60,4.9100000000000001,10,0.81999999999999995,133,10.880000000000001,6,0.48999999999999999,1,0.080000000000000002,3,0.25,29.09.2019,14:15:34,29.09.2019,14:15:34
40813,Kematen am Innbach,1079,726,67.280000000000001,15,2.0699999999999998,711,97.930000000000007,261,36.710000000000001,117,16.460000000000001,216,30.379999999999999,41,5.7699999999999996,14,1.97,60,8.4399999999999995,2,0.28000000000000003,0,0,0,0,29.09.2019,14:58:13,29.09.2019,14:58:13
40814,Meggenhofen,1187,785,66.129999999999995,22,2.7999999999999998,763,97.200000000000003,361,47.310000000000002,102,13.369999999999999,121,15.859999999999999,62,8.1300000000000008,8,1.05,103,13.5,3,0.39000000000000001,0,0,3,0.39000000000000001,29.09.2019,14:32:53,29.09.2019,14:32:53
40815,Michaelnbach,1034,637,61.609999999999999,14,2.2000000000000002,623,97.799999999999997,356,57.140000000000001,72,11.56,107,17.170000000000002,28,4.4900000000000002,8,1.28,50,8.0299999999999994,1,0.16,0,0,1,0.16,29.09.2019,13:36:46,29.09.2019,13:36:46
40816,Natternbach,1870,1272,68.019999999999996,32,2.52,1240,97.480000000000004,596,48.060000000000002,230,18.550000000000001,247,19.920000000000002,51,4.1100000000000003,10,0.81000000000000005,99,7.9800000000000004,2,0.16,1,0.080000000000000002,4,0.32000000000000001,29.09.2019,15:12:55,29.09.2019,15:12:55
40817,Neukirchen am Walde,1334,971,72.790000000000006,14,1.4399999999999999,957,98.560000000000002,460,48.07,144,15.050000000000001,204,21.32,59,6.1699999999999999,7,0.72999999999999998,76,7.9400000000000004,3,0.31,0,0,4,0.41999999999999998,29.09.2019,14:45:53,29.09.2019,14:45:53
40818,Neumarkt im Hausruckkreis,1101,649,58.950000000000003,11,1.6899999999999999,638,98.310000000000002,222,34.799999999999997,163,25.550000000000001,153,23.98,24,3.7599999999999998,8,1.25,59,9.25,5,0.78000000000000003,0,0,4,0.63,29.09.2019,15:51:37,29.09.2019,15:51:37
40820,Pötting,455,333,73.189999999999998,2,0.59999999999999998,331,99.400000000000006,206,62.240000000000002,33,9.9700000000000006,46,13.9,26,7.8499999999999996,4,1.21,16,4.8300000000000001,0,0,0,0,0,0,29.09.2019,13:33:50,29.09.2019,13:33:50
40821,Pollham,788,478,60.659999999999997,10,2.0899999999999999,468,97.909999999999997,221,47.219999999999999,59,12.609999999999999,73,15.6,30,6.4100000000000001,8,1.71,76,16.239999999999998,1,0.20999999999999999,0,0,0,0,29.09.2019,14:34:54,29.09.2019,14:34:54
40822,Pram,1351,836,61.880000000000003,17,2.0299999999999998,819,97.969999999999999,290,35.409999999999997,127,15.51,225,27.469999999999999,52,6.3499999999999996,10,1.22,106,12.94,3,0.37,1,0.12,5,0.60999999999999999,29.09.2019,13:26:24,29.09.2019,13:26:24
40823,Rottenbach,846,557,65.840000000000003,13,2.3300000000000001,544,97.670000000000002,182,33.460000000000001,89,16.359999999999999,174,31.989999999999998,30,5.5099999999999998,8,1.47,51,9.3800000000000008,6,1.1000000000000001,0,0,4,0.73999999999999999,29.09.2019,15:02:39,29.09.2019,15:02:39
40824,St.Agatha,1746,1223,70.049999999999997,27,2.21,1196,97.790000000000006,657,54.93,142,11.869999999999999,232,19.399999999999999,70,5.8499999999999996,11,0.92000000000000004,75,6.2699999999999996,5,0.41999999999999998,0,0,4,0.33000000000000002,29.09.2019,16:09:55,29.09.2019,16:09:55
40825,St.Georgen bei Grieskirchen,1084,700,64.579999999999998,9,1.29,691,98.709999999999994,263,38.060000000000002,124,17.949999999999999,137,19.829999999999998,52,7.5300000000000002,10,1.45,97,14.039999999999999,4,0.57999999999999996,0,0,4,0.57999999999999996,29.09.2019,14:41:53,29.09.2019,14:41:53
40826,St.Thomas,432,301,69.680000000000007,5,1.6599999999999999,296,98.340000000000003,151,51.009999999999998,42,14.19,56,18.920000000000002,9,3.04,7,2.3599999999999999,27,9.1199999999999992,1,0.34000000000000002,0,0,3,1.01,29.09.2019,12:51:03,29.09.2019,12:51:03
40827,Schlüßlberg,2377,1572,66.129999999999995,27,1.72,1545,98.280000000000001,534,34.560000000000002,439,28.41,281,18.190000000000001,87,5.6299999999999999,18,1.1699999999999999,171,11.07,10,0.65000000000000002,0,0,5,0.32000000000000001,29.09.2019,16:01:58,29.09.2019,16:01:58
40828,Steegen,916,555,60.590000000000003,9,1.6200000000000001,546,98.379999999999995,273,50,65,11.9,107,19.600000000000001,26,4.7599999999999998,4,0.72999999999999998,65,11.9,1,0.17999999999999999,0,0,5,0.92000000000000004,29.09.2019,15:17:11,29.09.2019,16:02:23
40829,Taufkirchen an der Trattnach,1612,1044,64.760000000000005,16,1.53,1028,98.469999999999999,436,42.409999999999997,156,15.18,271,26.359999999999999,42,4.0899999999999999,9,0.88,105,10.210000000000001,6,0.57999999999999996,0,0,3,0.28999999999999998,29.09.2019,15:20:48,29.09.2019,15:20:48
40830,Tollet,762,511,67.060000000000002,5,0.97999999999999998,506,99.019999999999996,210,41.5,88,17.390000000000001,83,16.399999999999999,44,8.6999999999999993,5,0.98999999999999999,74,14.619999999999999,1,0.20000000000000001,0,0,1,0.20000000000000001,29.09.2019,13:37:07,29.09.2019,13:37:07
40831,Waizenkirchen,2918,1976,67.719999999999999,24,1.21,1952,98.790000000000006,938,48.049999999999997,243,12.449999999999999,396,20.289999999999999,117,5.9900000000000002,26,1.3300000000000001,218,11.17,7,0.35999999999999999,0,0,7,0.35999999999999999,29.09.2019,15:05:25,29.09.2019,15:05:25
40832,Wallern an der Trattnach,2392,1552,64.879999999999995,23,1.48,1529,98.519999999999996,540,35.32,324,21.190000000000001,326,21.32,111,7.2599999999999998,23,1.5,193,12.619999999999999,5,0.33000000000000002,0,0,7,0.46000000000000002,29.09.2019,17:03:46,29.09.2019,17:03:46
40833,Weibern,1300,828,63.689999999999998,20,2.4199999999999999,808,97.579999999999998,399,49.380000000000003,108,13.369999999999999,120,14.85,67,8.2899999999999991,4,0.5,108,13.369999999999999,1,0.12,0,0,1,0.12,29.09.2019,14:23:01,29.09.2019,14:23:01
40834,Wendling,688,439,63.810000000000002,5,1.1399999999999999,434,98.859999999999999,204,47,56,12.9,109,25.120000000000001,17,3.9199999999999999,2,0.46000000000000002,43,9.9100000000000001,1,0.23000000000000001,1,0.23000000000000001,1,0.23000000000000001,29.09.2019,12:52:05,29.09.2019,12:52:05
40835,Peuerbach,3729,2339,62.719999999999999,31,1.3300000000000001,2308,98.670000000000002,1107,47.960000000000001,306,13.26,440,19.059999999999999,173,7.5,23,1,238,10.31,9,0.39000000000000001,0,0,12,0.52000000000000002,29.09.2019,15:30:03,29.09.2019,15:30:03
40899,Wahlkarten Grieskirchen,0,7906,0,138,1.75,7768,98.25,2986,38.439999999999998,1307,16.829999999999998,1275,16.41,666,8.5700000000000003,97,1.25,1372,17.66,21,0.27000000000000002,3,0.040000000000000001,41,0.53000000000000003,30.09.2019,15:07:33,30.09.2019,15:07:33
40900,Kirchdorf,43478,33808,77.760000000000005,504,1.49,33304,98.510000000000005,12971,38.950000000000003,6748,20.260000000000002,6223,18.690000000000001,2422,7.2699999999999996,435,1.3100000000000001,4160,12.49,148,0.44,8,0.02,189,0.56999999999999995,29.09.2019,18:47:45,30.09.2019,15:52:04
40901,Edlbach,503,316,62.82,3,0.94999999999999996,313,99.049999999999997,161,51.439999999999998,52,16.609999999999999,51,16.289999999999999,25,7.9900000000000002,0,0,22,7.0300000000000002,1,0.32000000000000001,0,0,1,0.32000000000000001,29.09.2019,15:30:58,29.09.2019,15:30:58
40902,Grünburg,2940,1746,59.390000000000001,32,1.8300000000000001,1714,98.170000000000002,652,38.039999999999999,419,24.449999999999999,389,22.699999999999999,70,4.0800000000000001,21,1.23,148,8.6300000000000008,9,0.53000000000000003,0,0,6,0.34999999999999998,29.09.2019,15:07:46,29.09.2019,15:07:46
40903,Hinterstoder,720,446,61.939999999999998,7,1.5700000000000001,439,98.430000000000007,215,48.969999999999999,52,11.85,89,20.27,34,7.7400000000000002,7,1.5900000000000001,39,8.8800000000000008,2,0.46000000000000002,0,0,1,0.23000000000000001,29.09.2019,15:27:25,29.09.2019,15:27:25
40904,Inzersdorf im Kremstal,1507,956,63.439999999999998,26,2.7200000000000002,930,97.280000000000001,380,40.859999999999999,158,16.989999999999998,183,19.68,59,6.3399999999999999,16,1.72,125,13.44,5,0.54000000000000004,0,0,4,0.42999999999999999,29.09.2019,15:25:59,29.09.2019,15:25:59
